Subject ID,Scan Type,Processing Info,File Path
069,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_069_t1.nii
069,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_069_t1ce.nii
069,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_069_t2.nii
070,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_070_flair.nii
070,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_070_seg.nii
070,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_070_t1.nii
070,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_070_t1ce.nii
070,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_070_t2.nii
071,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_071_flair.nii
071,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_071_seg.nii
071,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_071_t1.nii
071,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_071_t1ce.nii
071,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_071_t2.nii
072,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_072_flair.nii
072,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_072_seg.nii
072,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_072_t1.nii
072,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_072_t1ce.nii
072,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_072_t2.nii
073,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_073_flair.nii
073,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_073_seg.nii
073,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_073_t1.nii
073,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_073_t1ce.nii
073,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_073_t2.nii
074,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_074_flair.nii
074,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_074_seg.nii
074,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_074_t1.nii
074,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_074_t1ce.nii
074,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_074_t2.nii
075,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_075_flair.nii
075,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_075_seg.nii
075,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_075_t1.nii
075,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_075_t1ce.nii
075,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_075_t2.nii
076,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_076_flair.nii
076,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_076_seg.nii
076,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_076_t1.nii
076,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_076_t1ce.nii
076,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_076_t2.nii
077,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_077_flair.nii
077,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_077_seg.nii
077,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_077_t1.nii
077,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_077_t1ce.nii
077,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_077_t2.nii
078,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_078_flair.nii
078,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_078_seg.nii
078,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_078_t1.nii
078,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_078_t1ce.nii
078,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_078_t2.nii
079,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_079_flair.nii
079,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_079_seg.nii
079,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_079_t1.nii
079,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_079_t1ce.nii
079,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_079_t2.nii
080,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_080_flair.nii
080,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_080_seg.nii
080,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_080_t1.nii
080,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_080_t1ce.nii
080,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_080_t2.nii
081,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_081_flair.nii
081,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_081_seg.nii
081,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_081_t1.nii
081,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_081_t1ce.nii
081,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_081_t2.nii
082,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_082_flair.nii
082,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_082_seg.nii
082,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_082_t1.nii
082,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_082_t1ce.nii
082,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_082_t2.nii
083,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_083_flair.nii
083,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_083_seg.nii
083,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_083_t1.nii
083,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_083_t1ce.nii
083,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_083_t2.nii
084,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_084_flair.nii
084,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_084_seg.nii
084,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_084_t1.nii
084,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_084_t1ce.nii
084,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_084_t2.nii
085,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_085_flair.nii
085,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_085_seg.nii
085,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_085_t1.nii
085,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_085_t1ce.nii
085,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_085_t2.nii
086,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_086_flair.nii
086,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_086_seg.nii
086,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_086_t1.nii
086,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_086_t1ce.nii
086,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_086_t2.nii
087,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_087_flair.nii
087,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_087_seg.nii
087,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_087_t1.nii
087,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_087_t1ce.nii
087,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_087_t2.nii
088,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_088_flair.nii
088,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_088_seg.nii
088,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_088_t1.nii
088,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_088_t1ce.nii
088,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_088_t2.nii
089,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_089_flair.nii
089,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_089_seg.nii
089,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_089_t1.nii
089,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_089_t1ce.nii
089,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_089_t2.nii
090,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_090_flair.nii
090,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_090_seg.nii
090,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_090_t1.nii
090,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_090_t1ce.nii
090,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_090_t2.nii
091,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_091_flair.nii
091,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_091_seg.nii
091,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_091_t1.nii
091,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_091_t1ce.nii
091,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_091_t2.nii
092,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_092_flair.nii
092,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_092_seg.nii
092,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_092_t1.nii
092,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_092_t1ce.nii
092,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_092_t2.nii
093,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_093_flair.nii
093,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_093_seg.nii
093,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_093_t1.nii
093,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_093_t1ce.nii
093,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_093_t2.nii
094,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_094_flair.nii
094,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_094_seg.nii
094,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_094_t1.nii
094,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_094_t1ce.nii
094,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_094_t2.nii
095,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_095_flair.nii
095,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_095_seg.nii
095,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_095_t1.nii
095,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_095_t1ce.nii
095,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_095_t2.nii
096,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_096_flair.nii
096,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_096_seg.nii
096,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_096_t1.nii
096,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_096_t1ce.nii
096,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_096_t2.nii
097,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_097_flair.nii
097,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_097_seg.nii
097,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_097_t1.nii
097,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_097_t1ce.nii
097,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_097_t2.nii
098,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_098_flair.nii
098,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_098_seg.nii
098,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_098_t1.nii
098,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_098_t1ce.nii
098,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_098_t2.nii
099,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_099_flair.nii
099,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_099_seg.nii
099,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_099_t1.nii
099,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_099_t1ce.nii
099,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_099_t2.nii
100,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_100_flair.nii
100,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_100_seg.nii
100,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_100_t1.nii
100,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_100_t1ce.nii
100,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_100_t2.nii
101,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_101_flair.nii
101,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_101_seg.nii
101,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_101_t1.nii
101,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_101_t1ce.nii
101,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_101_t2.nii
102,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_102_flair.nii
102,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_102_seg.nii
102,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_102_t1.nii
102,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_102_t1ce.nii
102,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_102_t2.nii
103,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_103_flair.nii
103,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_103_seg.nii
103,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_103_t1.nii
103,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_103_t1ce.nii
103,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_103_t2.nii
104,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_104_flair.nii
104,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_104_seg.nii
104,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_104_t1.nii
104,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_104_t1ce.nii
104,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_104_t2.nii
105,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_105_flair.nii
105,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_105_seg.nii
105,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_105_t1.nii
105,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_105_t1ce.nii
105,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_105_t2.nii
106,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_106_flair.nii
106,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_106_seg.nii
106,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_106_t1.nii
106,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_106_t1ce.nii
106,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_106_t2.nii
107,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_107_flair.nii
107,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_107_seg.nii
107,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_107_t1.nii
107,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_107_t1ce.nii
107,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_107_t2.nii
108,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_108_flair.nii
108,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_108_seg.nii
108,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_108_t1.nii
108,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_108_t1ce.nii
108,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_108_t2.nii
109,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_109_flair.nii
109,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_109_seg.nii
109,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_109_t1.nii
109,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_109_t1ce.nii
109,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_109_t2.nii
110,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_110_flair.nii
110,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_110_seg.nii
110,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_110_t1.nii
110,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_110_t1ce.nii
110,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_110_t2.nii
111,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_111_flair.nii
111,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_111_seg.nii
111,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_111_t1.nii
111,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_111_t1ce.nii
111,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_111_t2.nii
112,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_112_flair.nii
112,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_112_seg.nii
112,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_112_t1.nii
112,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_112_t1ce.nii
112,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_112_t2.nii
113,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_113_flair.nii
113,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_113_seg.nii
113,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_113_t1.nii
113,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_113_t1ce.nii
113,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_113_t2.nii
114,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_114_flair.nii
114,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_114_seg.nii
114,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_114_t1.nii
114,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_114_t1ce.nii
114,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_114_t2.nii
115,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_115_flair.nii
115,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_115_seg.nii
115,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_115_t1.nii
115,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_115_t1ce.nii
115,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_115_t2.nii
116,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_116_flair.nii
116,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_116_seg.nii
116,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_116_t1.nii
116,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_116_t1ce.nii
116,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_116_t2.nii
117,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_117_flair.nii
117,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_117_seg.nii
117,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_117_t1.nii
117,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_117_t1ce.nii
117,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_117_t2.nii
118,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_118_flair.nii
118,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_118_seg.nii
118,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_118_t1.nii
118,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_118_t1ce.nii
118,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_118_t2.nii
119,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_119_flair.nii
119,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_119_seg.nii
119,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_119_t1.nii
119,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_119_t1ce.nii
119,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_119_t2.nii
120,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_120_flair.nii
120,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_120_seg.nii
120,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_120_t1.nii
120,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_120_t1ce.nii
120,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_120_t2.nii
121,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_121_flair.nii
121,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_121_seg.nii
121,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_121_t1.nii
121,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_121_t1ce.nii
121,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_121_t2.nii
122,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_122_flair.nii
122,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_122_seg.nii
122,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_122_t1.nii
122,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_122_t1ce.nii
122,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_122_t2.nii
123,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_123_flair.nii
123,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_123_seg.nii
123,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_123_t1.nii
123,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_123_t1ce.nii
123,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_123_t2.nii
124,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_124_flair.nii
124,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_124_seg.nii
124,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_124_t1.nii
124,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_124_t1ce.nii
124,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_124_t2.nii
125,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_125_flair.nii
125,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_125_seg.nii
125,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_125_t1.nii
125,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_125_t1ce.nii
125,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_125_t2.nii
126,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_126_flair.nii
126,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_126_seg.nii
126,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_126_t1.nii
126,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_126_t1ce.nii
126,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_126_t2.nii
127,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_127_flair.nii
127,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_127_seg.nii
127,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_127_t1.nii
127,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_127_t1ce.nii
127,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_127_t2.nii
128,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_128_flair.nii
128,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_128_seg.nii
128,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_128_t1.nii
128,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_128_t1ce.nii
128,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_128_t2.nii
129,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_129_flair.nii
129,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_129_seg.nii
129,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_129_t1.nii
129,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_129_t1ce.nii
129,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_129_t2.nii
130,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_130_flair.nii
130,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_130_seg.nii
130,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_130_t1.nii
130,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_130_t1ce.nii
130,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_130_t2.nii
131,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_131_flair.nii
131,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_131_seg.nii
131,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_131_t1.nii
131,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_131_t1ce.nii
131,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_131_t2.nii
132,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_132_flair.nii
132,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_132_seg.nii
132,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_132_t1.nii
132,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_132_t1ce.nii
132,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_132_t2.nii
133,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_133_flair.nii
133,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_133_seg.nii
133,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_133_t1.nii
133,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_133_t1ce.nii
133,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_133_t2.nii
134,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_134_flair.nii
134,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_134_seg.nii
134,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_134_t1.nii
134,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_134_t1ce.nii
134,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_134_t2.nii
135,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_135_flair.nii
135,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_135_seg.nii
135,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_135_t1.nii
135,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_135_t1ce.nii
135,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_135_t2.nii
136,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_136_flair.nii
136,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_136_seg.nii
136,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_136_t1.nii
136,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_136_t1ce.nii
136,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_136_t2.nii
137,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_137_flair.nii
137,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_137_seg.nii
137,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_137_t1.nii
137,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_137_t1ce.nii
